freq,size_emp,nace_r2,indic_is,unit,geo\TIME_PERIOD	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,TR	23.82 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,UK	87.96 	: 	87.24 	92.36 	93.21 	95.03 	94.34 	93.17 	95.30 	95.33 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,AT	: 	: 	43.30 	44.72 	46.02 	51.06 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,BE	: 	: 	50.93 	: u	: u	51.65 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,BG	: 	: 	22.59 	24.09 	24.05 	24.30 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,CY	: 	: 	36.42 	36.82 	37.27 	35.17 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,CZ	: 	: 	36.02 	36.87 	38.86 	38.96 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,DE	: 	: 	49.55 	49.80 	49.65 	51.06 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,DK	: 	: 	66.94 	69.22 	70.43 	72.29 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,EA	: 	: 	46.56 	47.72 	47.55 	49.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,EE	: 	: 	43.32 	44.78 	44.15 	42.76 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,EL	: 	: 	37.74 	39.93 	41.01 	43.10 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,ES	: 	: 	47.47 	48.85 	47.41 	50.68 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,EU15	: 	: 	49.16 	50.39 	50.57 	52.71 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,EU27_2007	: 	: 	45.51 	46.71 	47.08 	48.79 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,EU27_2020	: 	: 	43.97 	45.20 	45.44 	46.73 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,EU28	: 	: 	45.44 	46.67 	47.04 	48.75 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,FI	: 	: 	63.87 	64.30 	69.90 	68.19 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,FR	: 	: 	46.95 	48.57 	47.68 	49.69 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,HR	: 	: 	37.80 	42.46 	42.11 	43.64 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,HU	: 	: 	33.60 	33.24 	35.55 	35.21 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,IE	: 	: 	47.78 	50.03 	43.06 	44.09 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,IS	: 	: 	100.00 	100.00 	100.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,IT	: 	: 	38.91 	39.10 	40.02 	40.81 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,LT	: 	: 	37.26 	39.64 	37.71 	39.78 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,LU	: 	: 	: c	53.76 	45.03 	45.63 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,LV	: 	: 	38.95 	41.79 	40.59 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,MK	: 	: 	21.37 	21.55 	22.67 	23.89 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,MT	: 	: 	35.71 	36.28 	40.45 	44.71 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,NL	: 	: 	56.12 	58.40 	60.04 	61.36 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,NO	: 	: 	70.61 	69.97 	65.35 	66.12 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,PL	: 	: 	34.60 	36.24 	36.35 	36.58 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,PT	: 	: 	31.81 	34.88 	37.08 	36.44 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,RO	: 	: 	25.57 	25.88 	28.71 	28.98 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,RS	: 	: 	: 	: 	36.78 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,SE	: 	: 	68.66 	71.33 	73.47 	73.19 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,SI	: 	: 	47.51 	45.44 	43.48 	45.63 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,SK	: 	: 	38.67 	40.60 	39.67 	40.22 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,TR	: 	: 	: 	: 	: 	23.92 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,UK	: 	: 	56.76 	57.14 	58.30 	63.61 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_IACC,AT	: 	: 	43.38 	44.74 	46.05 	51.06 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_IACC,BE	: 	: 	51.02 	: u	: u	51.69 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_IACC,BG	: 	: 	22.84 	24.26 	24.19 	24.34 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_IACC,CY	: 	: 	36.64 	36.92 	37.27 	35.28 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_IACC,CZ	: 	: 	36.09 	36.96 	38.93 	39.04 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_IACC,DE	: 	: 	49.58 	49.87 	49.70 	51.32 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_IACC,DK	: 	: 	67.15 	69.28 	70.43 	72.29 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_IACC,EA	: 	: 	46.64 	47.82 	47.61 	49.14 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_IACC,EE	: 	: 	43.42 	44.81 	44.15 	42.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_IACC,EL	: 	: 	38.05 	40.49 	41.21 	43.10 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_IACC,ES	: 	: 	47.57 	49.04 	47.58 	50.73 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_IACC,EU15	: 	: 	49.23 	50.48 	50.64 	52.82 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_IACC,EU27_2007	: 	: 	45.61 	46.83 	47.17 	48.96 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_IACC,EU27_2020	: 	: 	44.08 	45.33 	45.54 	46.91 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_IACC,EU28	: 	: 	45.54 	46.79 	47.13 	48.92 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_IACC,FI	: 	: 	63.87 	64.30 	69.90 	68.19 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_IACC,FR	: 	: 	46.99 	48.59 	47.71 	49.72 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_IACC,HR	: 	: 	37.93 	42.55 	42.11 	43.64 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_IACC,HU	: 	: 	33.82 	33.68 	35.93 	35.47 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_IACC,IE	: 	: 	47.94 	50.10 	43.20 	44.13 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_IACC,IS	: 	: 	100.00 	100.00 	100.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_IACC,IT	: 	: 	39.11 	39.29 	40.04 	40.93 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_IACC,LT	: 	: 	37.26 	39.64 	37.71 	39.78 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_IACC,LU	: 	: 	: c	53.83 	45.03 	45.74 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_IACC,LV	: 	: 	39.02 	41.84 	40.69 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_IACC,MK	: 	: 	21.60 	21.70 	22.67 	24.23 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_IACC,MT	: 	: 	36.15 	36.45 	40.61 	44.71 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_IACC,NL	: 	: 	56.13 	58.44 	60.04 	61.37 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_IACC,NO	: 	: 	70.72 	70.12 	65.44 	66.18 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_IACC,PL	: 	: 	34.70 	36.31 	36.41 	36.67 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_IACC,PT	: 	: 	31.81 	34.88 	37.08 	36.44 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_IACC,RO	: 	: 	25.93 	26.27 	29.07 	30.08 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_IACC,RS	: 	: 	: 	: 	36.78 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_IACC,SE	: 	: 	68.66 	71.43 	74.22 	73.46 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_IACC,SI	: 	: 	47.51 	45.44 	43.55 	45.63 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_IACC,SK	: 	: 	38.67 	40.65 	39.70 	40.33 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_IACC,TR	: 	: 	: 	: 	: 	24.07 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_IUSE,PC_EMP_IACC,UK	: 	: 	56.76 	57.14 	58.33 	63.61 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_CUSE,PC_EMP,AT	51.13 	: 	50.77 	51.78 	53.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_CUSE,PC_EMP,BA	: 	: 	: 	: 	: 	: 	: 	: 	42.32 	41.99 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_CUSE,PC_EMP,BE	68.17 	63.29 	60.60 	: u	: u	62.40 	63.43 	64.32 	64.32 	64.99 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_CUSE,PC_EMP,BG	24.12 	25.82 	26.65 	27.83 	28.54 	29.15 	29.70 	30.16 	31.49 	32.13 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_CUSE,PC_EMP,CY	42.12 	43.32 	43.93 	43.09 	49.25 	46.17 	49.09 	49.96 	49.06 	48.11 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_CUSE,PC_EMP,CZ	39.81 	41.45 	42.11 	43.20 	45.76 	44.83 	47.62 	48.83 	50.22 	53.66 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_CUSE,PC_EMP,DE	61.42 	61.48 	61.50 	61.05 	: 	: 	59.74 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_CUSE,PC_EMP,DK	: 	: 	: 	: 	: 	71.33 	: 	: 	100.00 	100.00 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_CUSE,PC_EMP,EA	54.61 	55.37 	55.58 	56.54 	54.78 	56.37 	57.08 	57.38 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_CUSE,PC_EMP,EE	46.44 	46.21 	46.86 	46.93 	45.51 	45.20 	46.52 	48.47 	50.39 	50.26 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_CUSE,PC_EMP,EL	40.34 	42.74 	40.12 	43.70 	45.17 	43.72 	43.42 	43.71 	42.41 	41.94 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_CUSE,PC_EMP,ES	55.02 	52.80 	55.26 	56.28 	56.79 	58.30 	58.27 	58.89 	58.67 	58.94 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_CUSE,PC_EMP,EU15	55.55 	55.94 	56.63 	57.30 	56.14 	58.31 	58.32 	59.75 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_CUSE,PC_EMP,EU25	53.16 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_CUSE,PC_EMP,EU27_2007	51.71 	52.60 	53.28 	53.98 	52.10 	53.82 	54.56 	55.57 	56.05 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_CUSE,PC_EMP,EU27_2020	50.77 	51.64 	51.94 	52.94 	50.26 	51.88 	53.06 	53.86 	53.59 	54.33 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_CUSE,PC_EMP,EU28	51.65 	52.51 	53.22 	53.98 	52.04 	53.78 	54.52 	55.52 	56.00 	56.82 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_CUSE,PC_EMP,FI	70.83 	71.52 	71.73 	72.08 	74.96 	76.13 	75.54 	76.37 	76.56 	77.55 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_CUSE,PC_EMP,FR	54.74 	57.57 	56.68 	58.70 	57.91 	60.98 	: 	59.78 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_CUSE,PC_EMP,HR	44.13 	45.02 	45.57 	: 	45.42 	49.20 	49.94 	50.24 	51.81 	51.98 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_CUSE,PC_EMP,HU	39.29 	41.15 	42.45 	43.16 	44.03 	42.75 	45.89 	47.17 	49.34 	48.48 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_CUSE,PC_EMP,IE	55.93 	53.78 	55.18 	57.45 	56.98 	56.71 	56.78 	55.70 	58.56 	58.34 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_CUSE,PC_EMP,IS	99.51 	: 	: 	: 	: 	: 	: 	: 	100.00 	100.00 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_CUSE,PC_EMP,IT	42.59 	43.85 	45.31 	45.92 	45.72 	47.23 	48.41 	50.04 	54.11 	55.85 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_CUSE,PC_EMP,LT	31.56 	38.76 	43.10 	43.42 	41.34 	42.11 	43.53 	45.95 	48.27 	51.02 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_CUSE,PC_EMP,LV	28.73 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_CUSE,PC_EMP,ME	: 	: 	: 	: 	: 	: 	60.32 	61.69 	60.24 	58.88 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_CUSE,PC_EMP,MK	28.49 	29.94 	30.87 	30.00 	31.54 	32.53 	33.07 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_CUSE,PC_EMP,MT	47.93 	45.97 	47.56 	48.79 	52.26 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_CUSE,PC_EMP,NL	64.17 	64.86 	63.31 	64.98 	66.10 	66.92 	67.73 	72.48 	72.83 	72.27 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_CUSE,PC_EMP,NO	66.99 	70.91 	71.22 	70.92 	69.72 	71.50 	74.33 	75.49 	73.85 	76.17 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_CUSE,PC_EMP,PL	40.12 	42.28 	42.78 	43.79 	42.14 	43.29 	43.96 	45.61 	46.11 	47.70 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_CUSE,PC_EMP,PT	36.44 	35.77 	37.02 	40.27 	41.09 	41.49 	42.23 	42.32 	43.56 	44.63 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_CUSE,PC_EMP,RO	27.42 	32.14 	30.15 	31.64 	31.73 	32.11 	32.66 	35.56 	37.63 	34.42 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_CUSE,PC_EMP,RS	: 	: 	: 	: 	44.29 	: 	: 	48.09 	49.05 	52.08 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_CUSE,PC_EMP,SE	70.72 	: 	: 	: 	: 	: 	: 	78.02 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_CUSE,PC_EMP,SI	52.16 	54.09 	56.05 	55.80 	54.96 	54.84 	55.38 	56.63 	58.50 	56.55 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_CUSE,PC_EMP,SK	44.38 	45.95 	48.82 	47.99 	46.80 	48.63 	49.17 	50.42 	50.56 	51.80 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_CUSE,PC_EMP,TR	96.49 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_CUSE,PC_EMP,UK	56.35 	57.18 	60.12 	59.30 	58.98 	60.84 	60.66 	61.72 	63.34 	64.40 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,AT	: 	: 	50.98 	52.01 	53.73 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,BE	: 	: 	61.05 	: u	: u	62.41 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,BG	: 	: 	27.92 	28.86 	29.36 	30.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,CY	: 	: 	44.38 	43.75 	49.79 	46.78 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,CZ	: 	: 	42.54 	43.63 	46.09 	45.20 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,DE	: 	: 	62.03 	61.49 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,DK	: 	: 	: 	: 	: 	71.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,EA	: 	: 	55.97 	56.88 	55.04 	56.63 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,EE	: 	: 	47.39 	47.43 	46.10 	45.75 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,EL	: 	: 	41.21 	45.14 	46.91 	45.60 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,ES	: 	: 	55.71 	56.67 	57.10 	58.59 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,EU15	: 	: 	57.06 	57.69 	56.51 	58.66 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,EU27_2007	: 	: 	53.92 	54.57 	52.69 	54.42 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,EU27_2020	: 	: 	52.57 	53.53 	50.83 	52.49 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,EU28	: 	: 	53.86 	54.57 	52.63 	54.39 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,FI	: 	: 	71.73 	72.08 	74.97 	76.13 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,FR	: 	: 	56.77 	58.76 	57.98 	61.04 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,HR	: 	: 	46.20 	: 	45.88 	50.91 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,HU	: 	: 	43.30 	44.19 	44.77 	44.10 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,IE	: 	: 	56.19 	58.39 	57.40 	57.27 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,IT	: 	: 	45.80 	46.28 	46.04 	47.61 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,LT	: 	: 	43.13 	43.46 	41.34 	42.11 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,MK	: 	: 	32.00 	30.81 	32.34 	33.20 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,MT	: 	: 	48.69 	50.10 	53.48 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,NL	: 	: 	63.31 	64.98 	66.10 	66.92 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,NO	: 	: 	71.94 	72.05 	70.13 	71.85 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,PL	: 	: 	43.48 	44.44 	42.88 	44.12 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,PT	: 	: 	37.25 	40.50 	41.21 	41.62 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,RO	: 	: 	32.94 	34.42 	33.93 	34.15 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,RS	: 	: 	: 	: 	44.29 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,SI	: 	: 	56.41 	56.15 	55.25 	55.04 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,SK	: 	: 	49.15 	48.35 	47.23 	49.10 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,UK	: 	: 	60.73 	59.92 	59.68 	61.44 	: 	: 	: 	: 	: 	: 	: 	: 	: 
